,Date,Open,High,Low,Close,Adj Close,Volume,Price Change,Percent Change,Tweet,text,Tweet URL,Positive,Neutral,Negative,Compound,TESLA
201,2019-01-11,68.417999,69.681999,67.753998,69.452003,69.452003,25195500,0.603996,1.0,4769,"It needed to be made real
Alan Boyle
@b0yle
 · Jan 11, 2019
.@elonmusk says @SpaceX has assembled #Starship Hopper test rocket with a shiny, retro look: https://geekwire.com/2019/elon-musk-says-spacex-assembled-starship-test-rocket-shiny-retro-look/…
1,617
7,498
84.8K",https://twitter.com/elonmusk/status/1083649851366158337,0.0,1.0,0.0,0.0,0
202,2019-01-14,68.475998,68.5,66.800003,66.879997,66.879997,26236500,-1.181999,-2.0,4768,"LA is so beautiful after the rain
2,323
5,744
109.8K",https://twitter.com/elonmusk/status/1084616480988094464,0.357,0.643,0.0,0.7177,0
203,2019-01-15,67.0,69.760002,66.900002,68.886002,68.886002,30283000,1.260002,2.0,4782,"Glad you like it
Tfue
@Tfue
 · Jan 14, 2019
This car is incredible  @elonmusk
1,952
28.3K
308.2K",https://twitter.com/elonmusk/status/1084967196982370306,0.256,0.744,0.0,0.6705,0
204,2019-01-16,68.956001,70.400002,68.699997,69.209999,69.209999,23458500,0.64,1.0,4785,"Replying to 
@BuckinghamJN
 @boringcompany
 and 
@mcannonbrookes
About $15M/km for a two way high speed transit, so probably around $750M plus maybe $50M/station
486
1,197
22.5K",https://twitter.com/elonmusk/status/1085463656345694208,0.0,1.0,0.0,0.0,0
205,2019-01-17,69.241997,70.300003,68.830002,69.461998,69.461998,18383500,-0.099999,0.0,4783,"The Tesla customer referral program will end on Feb 1. If you want to refer a friend to buy a Tesla & give them 6 months of free Supercharging, please do so before then.
1,624
2,374
28K",https://twitter.com/elonmusk/status/1085771520058679297,0.234,0.766,0.0,0.8442,1
206,2019-01-18,64.599998,65.426003,59.945999,60.452,60.452,120754000,-4.874,-7.0,4786,"Replying to 
@thirionremi
 and 
@Tesla
Thanks, good idea!
99
118
5,338",https://twitter.com/elonmusk/status/1086401286574993408,0.404,0.596,0.0,0.7263,1
207,2019-01-22,60.964001,61.599998,59.099998,59.784,59.784,60333500,-3.826005,-6.0,4801,"Tesla Sentry Mode coming soon for all cars with Enhanced Autopilot
Andy Sutton
@dmbfanmd
 · Jan 22, 2019
Found this monster dent this morning, right in front of the rear facing cameras. Really wish there was 360 dash cam feature while parked @elonmusk @Tesla
Show this thread
1,260
3,592
46.5K",https://twitter.com/elonmusk/status/1087849475622588416,0.058,0.942,0.0,0.4576,1
208,2019-01-23,58.5,58.900002,56.338001,57.518002,57.518002,62650000,-2.699996,-4.0,4805,"Replying to 
@Teslarati
310S stainless is better for high temp outer skin, as it can take ~1450 Kelvin, so active cooling with cryogenic fuel only has to mitigate 300 degrees of delta temp
481
928
15.4K",https://twitter.com/elonmusk/status/1088087441037131777,0.158,0.842,0.0,0.75,1
209,2019-01-25,58.877998,59.703999,57.91,59.408001,59.408001,36248000,0.967999,2.0,4817,"Awesome moose sculpture! 
2,440
6,184
105.8K",https://twitter.com/elonmusk/status/1088860419098177536,0.468,0.532,0.0,0.6588,0
210,2019-01-28,58.582001,59.492001,57.549999,59.276001,59.276001,32116500,-0.211998,0.0,4819,"Great electric car documentary about early days of Tesla, GM Volt, Nissan Leaf & Gadget. So much has happened since then … https://m.youtube.com/watch?v=ru89x1jmpq4…
593
2,125
18.5K",https://twitter.com/elonmusk/status/1089936209424465921,0.141,0.859,0.0,0.6249,1
211,2019-01-29,59.054001,59.712002,58.360001,59.492001,59.492001,23108500,0.220001,0.0,4825,"Replying to 
@lexiheft
Haha true
51
32
861",https://twitter.com/elonmusk/status/1090289978075009024,0.492,0.508,0.0,0.7003,0
212,2019-01-30,60.09,61.799999,59.698002,61.754002,61.754002,56251500,2.087997,3.0,4846,"If heat death will be inevitable end of Universe, it actually *is* all about journey 
1,849
6,768
61.2K",https://twitter.com/elonmusk/status/1090703033573376000,0.0,0.813,0.187,-0.5994,0
213,2019-01-31,60.200001,62.312,58.799999,61.403999,61.403999,62846000,0.512001,1.0,4851,"Our true competition is not the small trickle of non-Tesla electric cars being produced, but rather the enormous flood of gasoline cars pouring out of the world’s factories every day
488
2,411
20.6K",https://twitter.com/elonmusk/status/1091079258607243264,0.056,0.944,0.0,0.2263,1
214,2019-02-01,61.084,63.220001,60.700001,62.442001,62.442001,36417000,0.908001,1.0,4843,"Just bought http://stankmemes.com oh yeah
3,963
19.9K
123.3K",https://twitter.com/elonmusk/status/1091480239891345408,0.239,0.761,0.0,0.296,0
215,2019-02-04,62.596001,63.060001,60.375999,62.577999,62.577999,36760500,-0.16,0.0,4883,"First firing of Starship Raptor flight engine! So proud of great work by 
@SpaceX
 team!!
2,509
18.9K
163K",https://twitter.com/elonmusk/status/1092268892339273730,0.347,0.563,0.09,0.833,0
216,2019-02-05,62.498001,64.487999,62.450001,64.269997,64.269997,33714000,1.427998,2.0,4885," Mach Diamonds 
818
996
31.5K",https://twitter.com/elonmusk/status/1092848152225312768,0.0,1.0,0.0,0.0,0
217,2019-02-06,63.917999,64.848,63.124001,63.444,63.444,25192500,0.360001,1.0,4890,"Replying to 
@Gargant44992081
VAT of ~20% & import duties of ~10% usually result in a 30% higher cost in Europe
133
65
1,149",https://twitter.com/elonmusk/status/1093044009549803520,0.0,1.0,0.0,0.0,0
218,2019-02-07,62.66,62.939999,60.599998,61.501999,61.501999,32603000,-1.908001,-3.0,4881,"Raptor just achieved power level needed for Starship & Super Heavy
6,841
21K
250.9K",https://twitter.com/elonmusk/status/1093423297130156033,0.231,0.769,0.0,0.5994,0
219,2019-02-08,61.366001,61.490002,59.700001,61.16,61.16,29221000,-1.449997,-2.0,4882,"I want you too baby
Mars
@4thFromOurStar
 · Feb 8, 2019
I don't want you. Only Elon. t.co/NKxpkQQRyf
1,183
20.1K
149.6K",https://twitter.com/elonmusk/status/1094021911171002369,0.06,0.883,0.057,0.0201,0
220,2019-02-11,62.32,63.720001,62.099998,62.568001,62.568001,35648500,2.229999,4.0,4912,"Replying to 
@John_Gardi
 @Robotbeat
 and 
@SpaceX
True
42
34
1,098",https://twitter.com/elonmusk/status/1094849332841304064,0.237,0.763,0.0,0.4215,0
221,2019-02-12,63.240002,63.638,61.924,62.362,62.362,27588000,-0.082001,0.0,4907,"To air is human
Tesla
@Tesla
 · Feb 11, 2019
“Tesla’s fart mode is a real gem” via @mashable
https://mashable.com/review/tesla-model-3-fart-mode-easter-eggs-review/#c2KwsDVbTsqx…
1,262
4,489
61.4K",https://twitter.com/elonmusk/status/1095412170794295297,0.0,1.0,0.0,0.0,1
222,2019-02-13,62.470001,62.549999,61.113998,61.633999,61.633999,25708000,-1.088001,-2.0,4909,"Tesla Model X first SUV to receive a perfect crash test rating https://businessinsider.com/tesla-model-x-perfect-safety-crash-test-rating-2019-2?utm_source=twitter&utm_medium=referral&utm_content=topbar&utm_term=mobile&referrer=twitter… via 
@businessinsider
businessinsider.com
Why Tesla's Model X was the first SUV to receive a perfect crash-test rating
SUVs are generally safe but have a high rollover probability. Tesla was able to overcome this obstacle with their Model X SUV. Here's how.
932
4,420
38.5K",https://twitter.com/elonmusk/status/1095737018137534465,0.103,0.809,0.088,-0.0032,1
223,2019-02-14,60.675999,61.354,60.200001,60.754002,60.754002,26004000,-1.195999,-2.0,4938,"CNBC - “Tesla Model 3 ranked most satisfying car”
cnbc.com
Tesla's Model 3 ranked 'most satisfying' car, more than Porsche or Corvette
Consumer Reports surveyed more than half a million car owners to find ""the models that bring their owners joy.""
953
2,044
22.6K",https://twitter.com/elonmusk/status/1095942130177114113,0.202,0.798,0.0,0.8856,1
224,2019-02-15,60.900002,61.599998,60.779999,61.576,61.576,19524500,0.245998,0.0,4936,"Of course I still love you
1,459
11.4K
150.8K",https://twitter.com/elonmusk/status/1096213843745767424,0.344,0.656,0.0,0.6369,0
225,2019-02-20,60.882,61.259998,59.799999,60.512001,60.512001,35710500,-1.048001,-2.0,4950,"4000 Tesla cars loading in SF for Europe
4,583
18.3K
199.6K",https://twitter.com/elonmusk/status/1098009983931707393,0.0,1.0,0.0,0.0,1
226,2019-02-21,60.362,60.647999,58.099998,58.245998,58.245998,44546000,-0.611999,-1.0,4953,"Replying to 
@katlinegrey
I have been chief engineer/designer at SpaceX from day 1. Had I been better, our first 3 launches might have succeeded, but I learned from those mistakes.
arstechnica.com
As the SpaceX steamroller surges, European rocket industry vows to resist
After 50 years of success, Europe's main spaceport reaches a crossroads.
265
677
9,636",https://twitter.com/elonmusk/status/1098532871155810304,0.158,0.791,0.05,0.714,0
227,2019-02-22,58.897999,59.299999,58.419998,58.942001,58.942001,28703000,-1.348,-2.0,4952,"Great meme review hosted by Will Smith
Dr Grandayy
@grandayy
 · Feb 22, 2019
On this exact moment humanity officially reached its peak. We only go downhill from here.
2,849
46.9K
329.8K",https://twitter.com/elonmusk/status/1099085597048594432,0.155,0.845,0.0,0.6705,0
228,2019-02-25,59.582001,60.580002,59.400002,59.754002,59.754002,33132500,1.280003,2.0,4986,"Meetings are a valuable use of time!
1,606
23.4K
201.3K",https://twitter.com/elonmusk/status/1100134139703914496,0.274,0.726,0.0,0.5255,0
229,2019-02-26,58.444,60.402,57.754002,59.571999,59.571999,42912500,-0.178002,0.0,4984,"Oh hi lol
2,750
41.9K
352.3K",https://twitter.com/elonmusk/status/1100184323267940353,0.359,0.641,0.0,0.4215,0
230,2019-02-27,60.355999,63.259998,60.110001,62.948002,62.948002,55919500,2.857998,5.0,4985,"Stop censoring science!
2,053
17.4K
157.1K",https://twitter.com/elonmusk/status/1100659678235652096,0.0,0.667,0.333,-0.3595,0
231,2019-02-28,63.784,64.0,62.161999,63.976002,63.976002,52603500,0.740002,1.0,4993,"Replying to 
@rowdystew
 and 
@M3Exp
Everyone who bought Enhanced Autopilot will get Navigate on Autopilot on highways, advanced summon & autopark
137
138
1,103",https://twitter.com/elonmusk/status/1101256189051002881,0.08,0.92,0.0,0.25,0
232,2019-03-04,59.624001,59.799999,56.556,57.071999,57.071999,85484000,-1.626,-3.0,5017,"Replying to 
@scottwww
 and 
@Tesla
Gap in understanding is that $35k Model 3 production *starts* this month, but will not reach volume production until mid year. Extremely difficult to predict middle part of manufacturing S-curve.
286
436
12.4K",https://twitter.com/elonmusk/status/1102669715095212032,0.0,0.882,0.118,-0.586,1
233,2019-03-05,56.400002,56.799999,54.02,55.307999,55.307999,93823500,-3.0,-5.0,5016,"Replying to 
@Gfilche
 and 
@Tesla
Tesla comms is fixing. That was a mistake.
224
210
8,112",https://twitter.com/elonmusk/status/1103017584188780544,0.0,0.862,0.138,-0.34,1
234,2019-03-06,55.296001,56.301998,54.877998,55.248001,55.248001,51677500,-0.498001,-1.0,5042,"Yeah, I lift a little …
9,365
103.1K
679.3K",https://twitter.com/elonmusk/status/1103221573127827456,0.216,0.784,0.0,0.296,0
235,2019-03-07,55.768002,56.939999,54.849998,55.318001,55.318001,47212500,0.638001,1.0,5043,"Extremely important merch
2,611
39.3K
248.9K",https://twitter.com/elonmusk/status/1103746567150817280,0.295,0.705,0.0,0.2716,0
236,2019-03-08,55.382,57.118,55.178001,56.827999,56.827999,44098000,0.178001,0.0,5044,"Atmospheric entry at 17,000 mph is like a meteor & will vaporize steel. Burn marks below are on cold side. Main heatshield on bottom.
SpaceX
@SpaceX
 · Mar 8, 2019
Crew Dragon is on SpaceX’s recovery vessel—completing the spacecraft’s first test mission!
1,528
4,675
51.9K",https://twitter.com/elonmusk/status/1104090692215726080,0.06,0.94,0.0,0.4199,0
237,2019-03-11,56.703999,58.256001,56.099998,58.183998,58.183998,36961500,1.138001,2.0,5082,"Replying to 
@Erdayastronaut
 and 
@somepitch
Yeah, it might break
68
57
1,646",https://twitter.com/elonmusk/status/1104959683364708352,0.167,0.833,0.0,0.296,0
238,2019-03-12,57.298,57.613998,56.212002,56.672001,56.672001,37520500,-0.642003,-1.0,5070,"Looking forward to building a Boring Company tunnel in Vegas. Assuming to be operational by end of year!
The Boring Company
@boringcompany
 · Mar 6, 2019
Thank you to @LVCVA @LVCVAImpact – hope we can do great things for Las Vegas together! https://theverge.com/2019/3/6/18252302/boring-company-las-vegas-dig-plans-2021…
1,089
2,276
28.6K",https://twitter.com/elonmusk/status/1105556139184410626,0.181,0.736,0.083,0.7568,0
239,2019-03-13,56.779999,58.397999,56.540001,57.792,57.792,34223500,0.784001,1.0,5081,"Replying to 
@Cooldream0
Comes with 2019.8, which finishes validation this week
80
99
4,318",https://twitter.com/elonmusk/status/1105837312586346497,0.0,1.0,0.0,0.0,0
240,2019-03-14,58.490002,59.077999,57.658001,57.992001,57.992001,35517000,0.68,1.0,5072,"Replying to 
@Tesla
With pie 
845
1,035
29.9K",https://twitter.com/elonmusk/status/1106283892326096896,0.0,1.0,0.0,0.0,1
241,2019-03-15,56.702,56.743999,54.880001,55.085999,55.085999,73927500,-2.334,-4.0,5069,"London to Beijing Supercharger route
Productive Citizen
@technosucks
 · Mar 14, 2019
“We will build superchargers in Kazakhstan!” - @elonmusk 
#ModelY @Tesla $TSLA
Show this thread
912
1,738
22.7K",https://twitter.com/elonmusk/status/1106424534528229376,0.0,1.0,0.0,0.0,1
242,2019-03-21,54.52,55.290001,53.689999,54.804001,54.804001,29735500,0.296002,1.0,5136,"Replying to 
@S_Padival
 and 
@jimcramer
Exactly
125
154
3,557",https://twitter.com/elonmusk/status/1108648192915046400,0.0,1.0,0.0,0.0,0
243,2019-03-22,54.515999,54.560001,52.799999,52.905998,52.905998,43728000,-0.73,-1.0,5133,"New Tesla referral program just released
tesla.com
Tesla’s New Customer Referral Program
Customer referrals have been a key part of our growth ever since we began selling Roadster in 2008. Since then, our customers’ enthusiasm for their vehicles has propelled Model 3 to become the...
1,039
1,677
17.6K",https://twitter.com/elonmusk/status/1108890675922112512,0.107,0.893,0.0,0.6705,1
244,2019-03-25,51.942001,52.636002,50.891998,52.084,52.084,51075000,-1.923999,-4.0,5135,"Replying to 
@WorldAndScience
It’s possible to make a self-sustaining city on Mars by 2050, if we start in 5 years & take 10 orbital synchronizations
1,113
4,128
32.5K",https://twitter.com/elonmusk/status/1110329210332053504,0.0,1.0,0.0,0.0,0
245,2019-03-26,52.888,54.051998,52.886002,53.554001,53.554001,36754500,1.415996,3.0,5164,"That’s exactly it. You’re no longer mentally fatigued after a long drive. Makes a major difference to your happiness level commuting home from work after a long day.
Steven Spencer
@sspencer_smb
 · Mar 26, 2019
Replying to @elonmusk
not only the enjoyment. after 90 minute trip you are no longer fatigued because of not having to make 100s of *microadjustments*. that is the best part!
811
1,506
20.5K",https://twitter.com/elonmusk/status/1110578371136622593,0.125,0.754,0.12,0.3408,0
246,2019-03-27,53.75,55.074001,53.636002,54.966,54.966,43896000,1.022003,2.0,5183,"Replying to 
@_DavidMacMillan
No, it is one week either way.
56
37
791",https://twitter.com/elonmusk/status/1110958364987555840,0.0,1.0,0.0,0.0,0
247,2019-03-28,55.431999,56.066002,55.02,55.723999,55.723999,33870500,0.992001,2.0,5167,"Replying to 
@ChadyMattar
Exactly
196
132
5,772",https://twitter.com/elonmusk/status/1111299552152150016,0.0,1.0,0.0,0.0,0
248,2019-03-29,55.740002,56.032001,54.900002,55.972,55.972,29956500,-0.034001,0.0,5161,"Anyone who purchased full self-driving will get FSD computer upgrade for free. This is the only change between Autopilot HW2.5 & HW3. Going forward “HW3” will just be called FSD Computer, which is accurate. No change to vehicle sensors or wire harness needed. This is v important.
samcho.eth
@samscho
 · Mar 26, 2019
@elonmusk there's a lot of rumors going on about the HW3 and APH3 not being a free upgrade for those who purchased FSD. Can you please elaborate if this will indeed be a free upgrade for those who have FSD? Thanks so much!
Show this thread
711
1,088
12.4K",https://twitter.com/elonmusk/status/1111762533520531456,0.122,0.835,0.043,0.8398,0
249,2019-04-01,56.523998,57.84,56.256001,57.835999,57.835999,40552000,1.807999,3.0,5207," Norway 
Norsk elbilforening
@Elbilforeningen
 · Apr 1, 2019
For the first time in history more than half of the passenger car market in Norway was fully electric. Much due to astonishing 5315 Tesla Model 3 delivered in March!  

https://elbil.no/norway-reaches-historic-electric-car-market-share/… 
@Tesla @elonmusk
633
2,954
35.6K",https://twitter.com/elonmusk/status/1112776420969742336,0.0,1.0,0.0,0.0,1
250,2019-04-02,57.66,57.888,56.776001,57.175999,57.175999,27394500,0.048,0.0,5209,"Dogecoin value may vary
theonion.com
Bitcoin Plunge Reveals Possible Vulnerabilities In Crazy Imaginary Internet Money
NEW YORK—Saying it may account for the precipitous drop in the digital currency, financial experts on Friday told reporters that the recent plunge in bitcoin value could reveal vulnerabilities in...
1,052
2,109
19.4K",https://twitter.com/elonmusk/status/1113178951403180032,0.088,0.771,0.141,-0.2263,0
251,2019-04-03,57.464001,59.234001,57.433998,58.362,58.362,39597000,1.346001,2.0,5210,"Replying to 
@MemesOfMars
 @MartinEngwicht
 and 2 others
Fur-curious
338
986
4,068",https://twitter.com/elonmusk/status/1113545297311948803,0.0,1.0,0.0,0.0,0
252,2019-04-04,52.377998,54.240002,52.118,53.556,53.556,118603500,-4.993999,-8.0,5216,"Replying to 
@LeoDotWalsh0x05
Will take care of it
114
116
2,961",https://twitter.com/elonmusk/status/1113902547620835334,0.242,0.758,0.0,0.4939,0
253,2019-04-05,53.972,55.220001,53.222,54.992001,54.992001,65191500,0.979999,2.0,5248,"Stay positive 
2,370
36.9K
160.2K",https://twitter.com/elonmusk/status/1114062484284035073,0.474,0.526,0.0,0.5574,0
254,2019-04-08,55.537998,56.231998,54.088001,54.639999,54.639999,52052000,1.011997,2.0,5250,"The Tesla Full Self-Driving Computer now in production is at about 5% compute load for these tasks or 10% with full fail-over redundancy
Dr. Camilo Ortiz
@DrCamiloOrtiz
 · Apr 5, 2019
Im amazed. My car drove me practically all the way home, with no input from me, changing lanes, merging on and off of 3 highways, in rush hour, in the rain, in NYC traffic!!! Stunned. @Tesla @elonmusk
990
5,600
44K",https://twitter.com/elonmusk/status/1115337505824432128,0.042,0.899,0.059,0.3561,1
255,2019-04-09,54.330002,55.0,53.922001,54.462002,54.462002,29520000,-1.231998,-2.0,5270,"Replying to 
@MrTimDunn
Love Brunel. Great first name too.
71
51
1,689",https://twitter.com/elonmusk/status/1115525214241083393,0.454,0.546,0.0,0.8519,0
256,2019-04-15,53.726002,53.776001,51.726002,53.276001,53.276001,50193000,-0.613998,-1.0,5341,"Replying to 
@TobyTurner
Haha true. I actually love horses.
85
120
4,036",https://twitter.com/elonmusk/status/1117638448171692033,0.526,0.474,0.0,0.875,0
257,2019-04-16,53.150002,55.0,52.944,54.672001,54.672001,36364500,1.223999,2.0,5343,"Replying to 
@shraddha_261291
 and 
@WhatTheFFacts
Yeah, gave everything I had to Tesla in Dec 2008
196
306
3,995",https://twitter.com/elonmusk/status/1118292557895618560,0.115,0.885,0.0,0.296,1
258,2019-04-17,54.950001,54.958,53.708,54.245998,54.245998,25632500,-0.042,0.0,5339,"Replying to 
@shawnapandya
 @Bryson_M
 and 
@techreview
Are you good with sheep?
203
193
6,250",https://twitter.com/elonmusk/status/1118603356380041217,0.182,0.818,0.0,0.4404,0
259,2019-04-18,54.245998,54.967999,53.950001,54.652,54.652,29381500,0.009999,0.0,5340,"Replying to 
@natfriedman
Sheeps thank you 
62
27
1,189",https://twitter.com/elonmusk/status/1118795486108868609,0.238,0.762,0.0,0.3612,0
260,2019-04-23,52.029999,53.119999,51.150002,52.779999,52.779999,54719500,-0.816002,-2.0,5365,"Tesla is going to develop a quiet, electric leafblower
9,450
26.2K
285K",https://twitter.com/elonmusk/status/1120831425169674240,0.0,1.0,0.0,0.0,1
261,2019-04-24,52.77,53.063999,51.599998,51.731998,51.731998,53637500,-0.056,0.0,5366,"New Model S has 370 mile / 595 km range
Tesla
@Tesla
 · Apr 23, 2019
The Longest-Range Electric Vehicle Now Goes Even Farther
https://tesla.com/blog/longest-range-electric-vehicle-now-goes-even-farther…
Show this thread
946
2,178
28.1K",https://twitter.com/elonmusk/status/1120854945572409344,0.0,1.0,0.0,0.0,1
262,2019-04-25,51.0,51.799999,49.214001,49.526001,49.526001,109247000,-1.264,-2.0,5411,"CleanTechnica summarizes new 
@BBC_TopGear
 print cover story
https://cleantechnica.com/2019/04/25/tesla-model-3-performance-crushes-fossil-bmw-m3-around-race-track/…
475
1,493
16.4K",https://twitter.com/elonmusk/status/1121468950779396097,0.0,1.0,0.0,0.0,1
263,2019-04-26,49.299999,49.335999,46.226002,47.028,47.028,111803500,-2.464,-5.0,5414,"Replying to 
@InsideEVs
Great work by Tesla China team & supporting contractors!
214
224
7,250",https://twitter.com/elonmusk/status/1121822260522655744,0.359,0.641,0.0,0.807,1
264,2019-04-29,47.172001,48.796001,46.433998,48.293999,48.293999,83572500,-0.539998,-1.0,5408,"Starships on Mars
3,256
15.9K
158K",https://twitter.com/elonmusk/status/1122829331401601029,0.0,1.0,0.0,0.0,0
265,2019-04-30,48.411999,48.841999,47.400002,47.737999,47.737999,47323000,0.045998,0.0,5452,"Ethereum
4,456
10.9K
100.7K",https://twitter.com/elonmusk/status/1123033196642201600,0.0,1.0,0.0,0.0,0
266,2019-05-01,47.77,48.0,46.299999,46.801998,46.801998,53522000,-0.841999,-2.0,5459,"Replying to 
@paulg
Good question
387
265
14.2K",https://twitter.com/elonmusk/status/1123449137226231809,0.293,0.707,0.0,0.4404,0
267,2019-05-03,48.771999,51.321999,48.698002,51.006001,51.006001,118534000,1.896,4.0,5453,"Changing Tesla horn sound to 
3,641
15.8K
166.3K",https://twitter.com/elonmusk/status/1124124507273175040,0.0,1.0,0.0,0.0,1
268,2019-05-06,50.004002,51.669998,49.700001,51.068001,51.068001,54169500,0.347999,1.0,5473,"Space is easy, orbit is hard
NASA
@NASA
 · May 5, 2019
Airplanes fly about 600 mph, but the @Space_Station orbits our home planet at 17,500 mph and looks like a very bright star moving across the sky. In this view, our orbiting laboratory is crossing the line that separates night & day on Earth. Look closer: https://go.nasa.gov/2PQcOJ0
741
4,460
63.8K",https://twitter.com/elonmusk/status/1125193736659431424,0.14,0.842,0.018,0.8515,0
269,2019-05-07,51.360001,51.442001,49.02,49.411999,49.411999,50657000,-0.227997,0.0,5479,"Replying to 
@KamrasLaura
 Finnish Metal Rocks 
144
258
3,120",https://twitter.com/elonmusk/status/1125863460347305984,0.0,1.0,0.0,0.0,0
270,2019-05-08,49.388,50.119999,48.84,48.967999,48.967999,30882000,-1.322002,-3.0,5478,"Even though lease cost is lower, I recommend purchase, as buyer retains upside value of car vs lease where you have give it back to Tesla
599
515
11.8K",https://twitter.com/elonmusk/status/1126249537662676992,0.148,0.785,0.066,0.4019,1
271,2019-05-09,48.400002,48.736,47.388,48.396,48.396,33557000,-1.383999,-3.0,5472,"Turns out there’s more ways to use Autopilot than we imagined
2,376
23.7K
161.3K",https://twitter.com/elonmusk/status/1126589271454785536,0.0,1.0,0.0,0.0,0
272,2019-05-10,47.950001,48.397999,47.203999,47.903999,47.903999,35041500,-0.338001,-1.0,5515,"Oh stop teasing, Jeff 
1,678
8,699
87.1K",https://twitter.com/elonmusk/status/1126686813840535552,0.0,0.588,0.412,-0.3612,0
273,2019-05-13,46.402,46.493999,44.900002,45.402,45.402,54174000,-1.904,-4.0,5518,"GoT season finale leaked
966
4,649
67.6K",https://twitter.com/elonmusk/status/1127830669063626752,0.0,0.723,0.277,-0.3182,0
274,2019-05-14,45.860001,46.900002,45.599998,46.462002,46.462002,36262000,0.406003,1.0,5528,"Replying to 
@kurtybot
 and 
@Tesla
A lot, but you can’t count on lines
305
217
12.7K",https://twitter.com/elonmusk/status/1128221562438467584,0.0,1.0,0.0,0.0,1
275,2019-05-15,45.863998,46.487999,45.049999,46.389999,46.389999,36480000,-0.412003,-1.0,5552,"Replying to 
@Erdayastronaut
 and 
@NASASpaceflight
Probably start installing end of next month
46
61
1,878",https://twitter.com/elonmusk/status/1128450531326775297,0.0,1.0,0.0,0.0,0
276,2019-05-16,45.897999,46.200001,45.299999,45.666,45.666,37416500,-0.287998,-1.0,5557,"Replying to 
@xprize
 @kitkitschool
 and 
@onebillion
Congratulations 
@kitkitschool
 & 
@onebillion
 on creating great open source literacy software!
33
108
2,101",https://twitter.com/elonmusk/status/1129082976786980864,0.382,0.618,0.0,0.8883,0
277,2019-05-17,44.391998,44.448002,41.784,42.206001,42.206001,88933500,-1.751999,-4.0,5546,"And I am forever grateful
3,065
130.2K
707.6K",https://twitter.com/elonmusk/status/1129274835173908481,0.3,0.7,0.0,0.4588,0
278,2019-05-23,38.868,39.894001,37.243999,39.098,39.098,132735500,-0.893997,-2.0,5570,"Replying to 
@trigomemetry
Sure
24
53
4,035",https://twitter.com/elonmusk/status/1131446694795776000,0.277,0.723,0.0,0.3182,0
279,2019-05-24,39.966,39.995998,37.75,38.125999,38.125999,70683000,0.101997,0.0,5565,"Racing at 127mph in a tunnel under LA
The Boring Company
@boringcompany
 · May 23, 2019
Wanna race?
1:59
4.1M views
1,465
12.9K
94.8K",https://twitter.com/elonmusk/status/1131810953933123584,0.0,0.909,0.091,-0.3182,0
280,2019-05-28,38.240002,39.0,37.57,37.740002,37.740002,51564500,-0.995998,-2.0,5630,"Replying to 
@WentaiW
 and 
@SpaceX
True. I’m a gamer & my boys are too. Starlink is designed to be great even for competitive twitch reflex games.
91
120
1,797",https://twitter.com/elonmusk/status/1133187183852920832,0.249,0.751,0.0,0.8225,0
281,2019-05-29,37.419998,38.478001,37.007999,37.972,37.972,59843000,-0.521999,-1.0,5614,"Replying to 
@Everman
 and 
@AndyKiersz
I paid most of my Tesla-related expenses too. Tesla last year was actually net negative comp for me.
429
1,535
31.2K",https://twitter.com/elonmusk/status/1133860016690122753,0.0,0.871,0.129,-0.5719,1
282,2019-05-30,37.75,38.452,37.403999,37.644001,37.644001,39632500,-0.026001,0.0,5651,"Replying to 
@BdgBill
 @teslaownersSV
 and 
@Tesla
Based on our data, Autopilot miles appear to be twice as safe as manually driven miles, and we expect this to improve further
154
247
2,820",https://twitter.com/elonmusk/status/1134101210024169472,0.162,0.838,0.0,0.7003,1
283,2019-05-31,37.02,37.984001,36.82,37.032001,37.032001,52033500,-0.467999,-1.0,5643,"This is my pet bee, Eric
1,878
5,015
59.3K",https://twitter.com/elonmusk/status/1134609650114949120,0.0,1.0,0.0,0.0,0
284,2019-06-03,37.102001,37.335999,35.397999,35.793999,35.793999,65322000,-0.648002,-2.0,5647,"Replying to 
@Teslarati
Only cars made in China are eligible for these subsidies. Tesla has never had access to them.
141
196
5,071",https://twitter.com/elonmusk/status/1135621021631942656,0.0,1.0,0.0,0.0,1
285,2019-06-04,36.220001,38.796001,35.922001,38.720001,38.720001,69037500,1.460002,4.0,5665,"Replying to 
@WillFealey
No problem if you want to post the suggestions on this timeline. It’s great to get thoughtful criticism.
311
259
11K",https://twitter.com/elonmusk/status/1135990343172788224,0.319,0.591,0.09,0.7475,0
286,2019-06-05,39.736,40.256001,38.369999,39.318001,39.318001,67554000,1.46,4.0,5668,"China EV subsidies mostly end this month & fully end in about 7 months
77
49
749",https://twitter.com/elonmusk/status/1136324657286721537,0.0,1.0,0.0,0.0,0
287,2019-06-07,41.0,42.167999,40.700001,40.900002,40.900002,80017500,-0.032002,0.0,5664,"Upcoming Falcon Heavy  &  details
Space Systems Command
@USSF_SSC
 · Jun 4, 2019
SpaceX's Falcon Heavy center core, powering SMC's STP-2 mission, arrived near Launch Complex-39A in Florida over the weekend! This hardware will return to SpaceX's Autonomous Spaceport Drone Ship, ""Of Course I Still Love You"" in the Atlantic. Visit: http://spacex.com/stp-2
645
1,400
18.6K",https://twitter.com/elonmusk/status/1136816168419844096,0.077,0.923,0.0,0.6696,0
